,state,county,fips,project_name,project_op_year,windmills_count,capacity,longitude,latitude
1418,TX,Kenedy County,48261,Gulf Wind,237062,13924,33417.60000000005,-11513.683045000003,3182.717393000001
1419,TX,Kenedy County,48261,Penescal,168756,7056,16934.400000000016,-8191.557561,2274.883445999999
1420,TX,Kenedy County,48261,Penescal II,168840,7056,16934.400000000016,-8195.608903999999,2277.6520560000004
1421,TX,Kenedy County,48261,unknown Kenedy County,10090,25,-49995.0,-488.47515,134.857074
1422,TX,Kent County,48263,Mozart,20120,120,300.0,-1005.3462900000001,329.95247300000005
1423,TX,Kent County,48263,unknown Kent County,6036,9,-29997.0,-301.730431,99.767819
1424,TX,Kinney County,48271,Anacacho,110660,3025,5445.0,-5510.565397000001,1605.4608640000006
1425,TX,Knox County,48275,Green Pastures II,94705,2350,7050.0,-4677.5060809999995,1581.7361340000002
1426,TX,Knox County,48275,Horse Creek Wind,38304,1900,4370.0,-1890.9492349999996,634.8017319999999
1427,TX,Lamb County,48279,unknown Lamb County,16144,64,-79992.0,-820.735254,272.336304
1428,TX,Lubbock County,48303,American Windmill Museum,2005,1,0.66,-101.823891,33.580894
1429,TX,Lubbock County,48303,Lubbock Wind Ranch,6030,3,7.5,-305.28627,100.707882
1430,TX,Lubbock County,48303,PYCO Soaring Wind Farm,20080,100,100.0,-1017.95511,335.520834
1431,TX,Lubbock County,48303,unknown Lubbock County,-25964,25,-49995.0,-510.25392899999997,168.032219
1432,TX,Lynn County,48305,Cirrus 1,34204,289,1040.4000000000003,-1728.8454520000003,561.4637859999999
1433,TX,Lynn County,48305,Stephens Ranch 1,20140,1180,2112.2,-1016.88411,329.63964799999997
1434,TX,Lynn County,48305,Stephens Ranch II,185380,8464,15150.560000000018,-9352.942956999997,3035.357602000001
1435,TX,Lynn County,48305,unknown Lynn County,108972,2916,-539946.0,-5488.933793000001,1789.2712780000002
1436,TX,Martin County,48317,Stanton Energy Center,160640,6400,9600.0,-8145.170385000001,2576.8211829999996
1437,TX,McCulloch County,48307,Rattlesnake Wind,129152,4096,10240.0,-6370.2035940000005,1999.977917
1438,TX,Mills County,48333,Flat Top,177584,8800,17600.0,-8673.812144999998,2782.5705259999995
1439,TX,Mills County,48333,Goldthwaite,173121,6898,11733.800000000017,-8469.885092000002,2699.425674
1440,TX,Mitchell County,48335,Champion,2008,55,126.5,-100.66469599999999,32.396397
1441,TX,Mitchell County,48335,Inadale (Roscoe IV),4018,394,394.0,-201.42108100000002,65.028686
1442,TX,Mitchell County,48335,Loraine,138690,4623,6934.5,-6950.973247000002,2239.947386
1443,TX,Mitchell County,48335,Loraine II,197078,9800,14700.0,-9869.571596,3180.0327210000005
1444,TX,Mitchell County,48335,Roscoe,204816,21318,21318.0,-10271.062914999995,3313.927204
1445,TX,Moore County,48341,Exelon Wind 11,2009,8,10.0,-101.989929,35.808182
1446,TX,Moore County,48341,JD WInd 9,12048,48,60.0,-611.97075,214.85786000000002
1447,TX,Moore County,48341,JD Wind 10,16064,64,80.0,-814.41802,287.69116
1448,TX,Moore County,48341,JD Wind 11,16072,64,80.0,-815.854722,286.519051
1449,TX,Moore County,48341,JD Wind 7,16072,64,80.0,-814.8588250000001,287.98816
1450,TX,Moore County,48341,JD Wind 8,16072,64,80.0,-815.1265259999999,288.211247
1451,TX,Moore County,48341,Sunray I,12054,42,63.0,-611.282043,215.592568
1452,TX,Moore County,48341,Sunray II,54243,702,1053.0,-2751.429642,970.5518350000001
1453,TX,Nolan County,48353,Buffalo Gap 3,90360,3330,7658.9999999999945,-4508.115038999999,1453.450136
1454,TX,Nolan County,48353,Buffalo Gap Wind Farm,34085,1139,2050.1999999999994,-1702.66194,549.292683
1455,TX,Nolan County,48353,"Buffalo Gap, phase II",311085,24025,36037.5,-15532.852873999997,5013.063189999999
1456,TX,Nolan County,48353,Champion,108432,2970,6831.0,-5433.015793999998,1749.245705
1457,TX,Nolan County,48353,Horse Hollow II,150449,4590,10445.0,-7514.147365999999,2420.6168059999986
1458,TX,Nolan County,48353,Horse Hollow III,298894,22201,33301.5,-14941.133688999995,4809.136285999999
1459,TX,Nolan County,48353,Inadale (Roscoe IV),297332,29156,29156.0,-14883.90804100001,4809.854603
1460,TX,Nolan County,48353,Roscoe,202808,21109,21109.0,-10162.813542999998,3277.772992
1461,TX,Nolan County,48353,South Trent Mesa,50225,1100,2530.0,-2505.5912120000007,810.435345
1462,TX,Nolan County,48353,Sweetwater,50075,625,937.5,-2508.4284129999996,809.0347630000001
1463,TX,Nolan County,48353,Sweetwater IVa,270945,18225,18225.0,-13567.918700000004,4360.287964000004
1464,TX,Nolan County,48353,Sweetwater IVb,102357,2346,5395.800000000005,-5124.895399999999,1645.6820279999995
1465,TX,Nolan County,48353,Sweetwater Phase II,122305,2785,4511.699999999993,-6122.782417,1972.3437730000003
1466,TX,Nolan County,48353,Sweetwater Phase III,168420,7560,11340.0,-8436.808142,2713.720056
1467,TX,Nolan County,48353,Sweetwater V,70245,1225,2817.5,-3516.8094760000004,1128.087779
1468,TX,Nolan County,48353,Texas Tech - Nolan,2008,1,2.0,-100.526093,32.350196999999994
1469,TX,Nolan County,48353,Trent Mesa,184092,9200,13800.0,-9220.425697,2983.949371999999
1470,TX,Nolan County,48353,Turkey Track,226904,12769,19153.5,-11327.821237999991,3639.377250000001
1471,TX,Nolan County,48353,unknown Nolan County,14126,49,-69993.0,-701.343453,227.060954
1472,TX,Nueces County,48355,Chapman Ranch,163377,6561,20175.07500000003,-7900.298281999996,2235.509481
1473,TX,Nueces County,48355,Harbor Wind,12072,36,54.0,-584.634902,166.99085100000002
1474,TX,Nueces County,48355,unknown Nueces County,2012,1,-9999.0,-97.48650400000001,27.788529999999998
1475,TX,Ochiltree County,48357,Palo Duro,247722,18081,30737.700000000066,-12425.069329000002,4481.392963
1476,TX,Oldham County,48359,Golden Spread Panhandle Wind Ranch,58319,986,2267.8,-2964.0831720000006,1021.7417800000001
1477,TX,Oldham County,48359,Spinning Spur 2,175218,7569,14002.65000000002,-8925.761907000006,3071.7669690000002
1478,TX,Oldham County,48359,Spinning Spur 3,195455,9409,18818.0,-9963.806630999998,3424.266467000001
1479,TX,Oldham County,48359,Spinning Spur Wind Ranch,140840,2450,5635.0,-7173.124449999999,2471.4753800000003
1480,TX,Oldham County,48359,Wildorado,140490,4900,11270.0,-7161.542489000001,2470.153677
1481,TX,Oldham County,48359,unknown Oldham County,6054,9,-29997.0,-307.081642,105.63666199999999
1482,TX,Parmer County,48369,Mariah North Wind,193536,9216,22118.400000000016,-9860.208707999996,3332.7430999999997
1483,TX,Pecos County,48371,Desert Sky,186093,9951,14926.5,-9497.13999,2876.236597999999
1484,TX,Pecos County,48371,Indian Mesa,250125,15625,10312.5,-12774.446067999996,3867.829897000002
1485,TX,Pecos County,48371,Sherbino I,100400,2500,7500.0,-5117.979753,1540.891253
1486,TX,Pecos County,48371,Sherbino II,118649,3540,8850.0,-6047.9517510000005,1815.5455830000003
1487,TX,Pecos County,48371,Woodward Mountain I & II,484242,58564,38652.24000000013,-24789.647201999996,7488.364204999999
1488,TX,Pecos County,48371,unknown Pecos County,14217,169,-129987.0,-1327.6009760000002,402.01498399999997
1489,TX,Potter County,48375,Golden Spread Panhandle Wind Ranch,10055,170,391.0,-510.80645100000004,176.202469
1490,TX,Randall County,48381,Falvez Astra,137156,4624,11097.600000000006,-6939.530707000001,2365.005227999999
1491,TX,Randall County,48381,UL Advanced Wind Turbine Test Facility,2018,1,3.57,-101.78989399999999,34.969848999999996
1492,TX,Randall County,48381,unknown Randall County,-19998,4,-19998.0,-203.579819,69.939701
1493,TX,Reagan County,48383,Santa Rita,211890,12600,31500.0,-10643.669570000005,3275.2709760000002
1494,TX,Roberts County,48393,Miami,191330,14820,27416.999999999956,-9555.078455,3387.618595000001
1495,TX,San Patricio County,48409,Papalote Creek,218981,11881,19603.649999999998,-10623.429383000006,3044.9294750000004
1496,TX,San Patricio County,48409,Papaolote Creek II,174870,7569,17408.70000000001,-8469.529896999997,2434.0355940000004
1497,TX,Schleicher County,48413,Langford,32144,1600,2400.0,-1611.0660560000001,497.28002200000003
1498,TX,Scurry County,48415,Amazon Wind Farm Texas,221870,12100,27830.0,-11108.751366,3618.1749230000005
1499,TX,Scurry County,48415,Brazos Wind Ranch,190285,9291,9291.0,-9607.398584,3129.9914240000003
1500,TX,Scurry County,48415,Camp Springs,174609,7569,11353.5,-8770.281552,2850.542436999999
1501,TX,Scurry County,48415,Camp Springs II,160621,3998,5997.0,-8065.2101999999995,2618.4019
1502,TX,Scurry County,48415,Fluvanna I,149258,5476,11499.599999999984,-7482.538747999998,2433.5311339999994
1503,TX,Scurry County,48415,Inadale (Roscoe IV),8036,788,788.0,-402.677665,130.10508000000002
1504,TX,Scurry County,48415,Pyron (Roscoe III),216972,17928,26892.0,-10874.907630000002,3520.7421600000002
1505,TX,Scurry County,48415,Roscoe,10040,1045,1045.0,-503.632263,162.64147199999996
1506,TX,Scurry County,48415,Snyder,42147,441,1323.0,-2115.4666439999996,687.5034679999999
1507,TX,Shackelford County,48417,Hackberry,144576,5184,11923.200000000015,-7161.0177380000005,2360.2679719999996
1508,TX,Shackelford County,48417,Lone Star I,200700,7888,15776.0,-9950.207605999998,3260.9566059999997
1509,TX,Shackelford County,48417,Lone Star II,146564,4574,9148.0,-7264.467362000001,2375.8502470000003
1510,TX,Sherman County,48421,JD Wind Phase V,16048,64,80.0,-814.9488230000001,291.563968
1511,TX,Sherman County,48421,JD Wind VI,16056,64,80.0,-814.51242,291.735952
1512,TX,Starr County,48427,Hidalgo (Los Mirasoles),46368,1725,3450.0,-2264.989304,609.61423
1513,TX,Starr County,48427,Los Vientos III,201500,10000,20000.0,-9859.040008999998,2648.2099829999997
1514,TX,Starr County,48427,Los Vientos IV,201600,10000,20000.0,-9868.619504999999,2656.993258
1515,TX,Starr County,48427,Los Vientos V,110825,3025,6050.0,-5421.482759999999,1451.9339840000002
1516,TX,Sterling County,48431,Capricorn Ridge,355239,20176,33592.000000000015,-17861.532991999997,5653.133245999999
1517,TX,Sterling County,48431,Capricorn Ridge expansion,395576,18121,27181.5,-19890.026089999992,6290.654760999999
1518,TX,Sterling County,48431,Forest Creek Wind Project,104312,2808,6458.399999999994,-5263.044919,1666.0512570000008
1519,TX,Sterling County,48431,Goat Phase I,34136,1360,1360.0,-1714.058166,542.9495149999999
1520,TX,Sterling County,48431,Panther Creek II,10045,385,577.5,-506.270751,159.612675
1521,TX,Sterling County,48431,Panther Creek III,267197,17689,26533.5,-13448.51941,4254.982734000001
1522,TX,Sterling County,48431,Sand Bluff,34119,765,1530.0,-1721.156946,543.1098179999999
1523,TX,Stonewall County,48433,Mozart,4024,24,60.0,-201.024986,65.948387
1524,TX,Taylor County,48441,Buffalo Gap 3,58232,2146,4935.799999999997,-2903.632468,936.4515310000004
1525,TX,Taylor County,48441,Buffalo Gap Wind Farm,100250,3350,6030.000000000004,-5005.361234000002,1615.3578929999999
1526,TX,Taylor County,48441,Callahan Divide,152380,5776,8664.0,-7600.393085000002,2456.381708
1527,TX,Taylor County,48441,Horse Hollow II,110330,4400,10120.0,-5499.970804,1771.3316470000004
1528,TX,Taylor County,48441,Horse Hollow Wind Energy Center,286715,20020,30030.0,-14307.252233000003,4608.191860000001
1529,TX,Taylor County,48441,South Trent Mesa,38171,836,1922.8000000000006,-1902.415941,615.856082
1530,TX,Taylor County,48441,Trent Mesa,2001,100,150.0,-100.147163,32.426651
1531,TX,Taylor County,48441,unknown Taylor County,2005,1,-9999.0,-100.05416899999999,32.214169
1532,TX,Tom Green County,48451,Langford,112504,5600,8400.0,-5635.339719000001,1743.7404130000002
1533,TX,Upton County,48461,King Mtn. Wind Ranch,430215,46010,59812.999999999774,-21975.76407099999,6717.413273000002
1534,TX,Upton County,48461,Southwest Mesa,41979,2227,1563.9500000000005,-2144.649216,652.985688
1535,TX,Upton County,48461,unknown Upton County,-9999,1,-9999.0,-102.190269,31.268606
1536,TX,Val Verde County,48465,Rocksprings,139173,3065,6899.7399999999925,-6953.295280000001,2053.968402
1537,TX,Webb County,48479,Cedro Hill,201000,10000,15000.0,-9890.881240000002,2757.6275079999996
1538,TX,Webb County,48479,Javelina,253890,12202,24353.18,-12472.563494000004,3444.1777819999998
1539,TX,Webb County,48479,Javelina II,201600,8362,16724.0,-9891.709154000006,2745.936195999999
1540,TX,Webb County,48479,White Tail,114684,3249,5198.399999999995,-5642.1973499999995,1566.958713
1541,TX,Wilbarger County,48487,Blue Summit,171020,3569,5706.800000000005,-8447.034050999997,2915.9111609999995
1542,TX,Wilbarger County,48487,Electra Wind,201600,10000,23000.0,-9907.437595,3411.2216409999996
1543,TX,Willacy County,48489,Bruenning's Breeze,153292,5776,17328.0,-7423.310194000001,2015.714402
1544,TX,Willacy County,48489,Los Vientos I,134804,5829,13406.700000000015,-6538.512884999999,1764.4433339999998
1545,TX,Willacy County,48489,Los Vientos II,169008,7056,16934.400000000016,-8205.167582,2213.2462610000002
1546,TX,Willacy County,48489,Magic Valley,225344,12544,22767.359999999986,-10940.078094000002,2963.7984990000004
1547,TX,Winkler County,48495,Notrees,174783,4266,6853.11,-8946.450624000005,2784.018575000001
1548,TX,Young County,48503,Senate,26156,975,1950.0,-1279.7574840000002,431.78072099999997
1549,TX,Young County,48503,Trinity Hills,60360,2700,6750.0,-2959.52526,1001.0796230000001
1550,TX,Young County,48503,unknown Young County 1,2011,1,-9999.0,-98.55109399999999,33.093292
1551,TX,Young County,48503,unknown Young County 2,2011,1,-9999.0,-98.617889,33.094592999999996
1552,TX,Zapata County,48505,Sendero,8060,156,312.0,-395.82964200000004,108.576677
1553,UT,Beaver County,49001,Milford Phase I,194873,4885,10691.5,-10954.676924000001,3737.961032999999
1554,UT,Millard County,49027,Milford Phase II,136748,4624,6936.0,-7679.296761999998,2623.7949879999996
1555,UT,San Juan County,49037,Latigo,54432,729,1676.6999999999994,-2953.3951079999993,1023.139878
1556,UT,Tooele County,49045,Shakopee Mdewakanton Sioux,2009,1,1.5,-112.37728899999999,40.500694
1557,UT,Tooele County,49045,Tooele Army Depot II,2016,1,1.79,-112.369781,40.501865
1558,UT,Utah County,49049,Camp Williams,4005,2,0.885,-223.83934000000002,80.87928
1559,UT,Utah County,49049,Spanish Fork,18072,81,170.10000000000002,-1004.254692,360.65855000000005
1560,UT,Utah County,49049,unknown Utah County,-17983,9,-29997.0,-334.7714,120.252174
1561,VT,Addison County,50001,unknown Addison County,2013,1,-9999.0,-73.310699,44.002792
1562,VT,Bennington County,50003,Deerfield Wind,30255,113,226.0,-1094.690072,642.978944
1563,VT,Bennington County,50003,Green Mountain Power,3994,22,12.1,-145.928002,85.72208
1564,VT,Bennington County,50003,Searsburg,17973,99,54.44999999999999,-656.665694,385.757317
1565,VT,Caledonia County,50005,Sheffield,32176,160,400.0,-1153.620081,714.815589
1566,VT,Chittenden County,50007,Bolton Valley Resort,2009,1,0.1,-72.834724,44.414455
1567,VT,Chittenden County,50007,Dynapower,2010,1,0.1,-73.155098,44.442989000000004
1568,VT,Chittenden County,50007,Dynapower 1,1997,1,0.05,-73.151596,44.44249
1569,VT,Chittenden County,50007,Georgia Mountain,4024,8,20.0,-146.138328,89.319393
1570,VT,Chittenden County,50007,Heritage Flight,2009,1,0.1,-73.145996,44.463093
1571,VT,Franklin County,50011,Georgia Mountain,4024,8,20.0,-146.143844,89.329857
1572,VT,Orleans County,50019,Kingdom Community Wind,42252,441,1323.0,-1520.925751,939.762487
1573,VT,Washington County,50023,Rock of Ages,2010,1,0.1,-72.476997,44.153492
1574,WA,Benton County,53005,Nine Canyon,48048,888,1154.4,-2858.359719,1106.2510450000002
1575,WA,Benton County,53005,Nine Canyon I,26026,481,625.3000000000002,-1548.114051,599.3265179999999
1576,WA,Benton County,53005,Nine Canyon II,24036,144,187.19999999999996,-1429.792136,553.285522
1577,WA,Benton County,53005,Nine Canyon III,28112,196,450.7999999999999,-1667.7507779999996,645.47835
1578,WA,Columbia County,53013,Hopkins Ridge I,2005,83,149.4,-117.785072,46.42329
1579,WA,Columbia County,53013,Hopkins Ridge II,8032,16,28.8,-471.22184000000004,185.73037300000001
1580,WA,Columbia County,53013,Hopkins Ridge Wind Project,164410,6806,12250.799999999983,-9662.229469999998,3807.7343319999986
1581,WA,Columbia County,53013,Marengo I,156546,6084,10951.199999999984,-9185.877693000002,3618.117747
1582,WA,Columbia County,53013,Marengo II,78312,1521,2737.7999999999993,-4596.197069000002,1808.0521729999996
1583,WA,Columbia County,53013,Tucannon River,233624,13456,30948.79999999994,-13693.396252999997,5386.2704630000035
1584,WA,Garfield County,53023,Lower Snake River Phase I,299694,11861,27280.300000000047,-17554.989129,6931.883546999998
1585,WA,Grays Harbor County,53027,Coastal Energy,4020,8,12.0,-248.13526900000002,93.58799
1586,WA,Kittitas County,53037,Sagebrush (Kittitas Valley),96480,2304,4838.400000000004,-5793.240346000001,2262.765192
1587,WA,Kittitas County,53037,Swauk Valley,10060,25,21.25,-603.772324,235.708168
1588,WA,Kittitas County,53037,Vantage Point,120600,3600,5400.0,-7209.708774999997,2817.2349629999994
1589,WA,Kittitas County,53037,Wild Horse I,254762,16129,29032.19999999994,-15264.811395999996,5972.1993090000005
1590,WA,Kittitas County,53037,Wild Horse II,44198,484,968.0,-2645.0657029999998,1035.3294640000001
1591,WA,Klickitat County,53039,Big Horn,266798,17689,26533.5,-15997.487502000002,6102.4256190000015
1592,WA,Klickitat County,53039,Big Horn 2,48240,600,1200.0,-2886.9171290000004,1102.5877580000001
1593,WA,Klickitat County,53039,Goodnoe Hills,94376,2209,4418.0,-5664.494338000001,2151.745919
1594,WA,Klickitat County,53039,Harvest Wind Farm,90405,1935,4450.500000000001,-5414.073591000001,2060.641138
1595,WA,Klickitat County,53039,Juniper Canyon,128704,4032,9676.8,-7694.051609999999,2938.707496
1596,WA,Klickitat County,53039,Linden,50250,625,1250.0,-3019.586753,1143.607347
1597,WA,Klickitat County,53039,Lower Davenport,-139986,196,490.0,-1687.6405029999999,640.661716
1598,WA,Klickitat County,53039,White Creek,174609,7743,17808.900000000027,-10469.742973000002,3986.061471999998
1599,WA,Klickitat County,53039,Windy Point I (Tuolomne Wind Project),124558,2164,4857.200000000001,-7482.016074,2837.040162
1600,WA,Klickitat County,53039,Windy Point II,178801,7832,18013.59999999999,-10750.032458999993,4069.7536000000005
1601,WA,Klickitat County,53039,Windy Point IIa (Windy Flats Extension),48216,624,1435.1999999999994,-2900.648073,1096.9958510000001
1602,WA,Klickitat County,53039,Windy Point Iia,2009,26,59.8,-120.885971,45.698986
1603,WA,Pacific County,53049,Coastal Energy,4020,8,12.0,-248.12677,93.58379
1604,WA,Snohomish County,53061,unknown Snohomish County,2012,1,-9999.0,-122.25868200000001,47.927795
1605,WA,Walla Walla County,53071,Stateline Wind Project,536268,71540,47216.39999999985,-31843.34633100003,12332.820088000002
1606,WA,Walla Walla County,53071,unknown Walla Walla County,6044,9,-29997.0,-354.818267,138.235512
1607,WA,Whatcom County,53073,unknown Whatcom County,2010,1,-9999.0,-122.52568799999999,48.785095
1608,WA,Whitman County,53075,Palouse,116696,3364,6055.199999999996,-6804.9704999999985,2733.8260500000006
1609,WI,Brown County,55009,Shirley,16080,64,160.0,-703.4961470000001,354.787433
1610,WI,Columbia County,55021,Glacier Hills,180990,8100,14580.0,-8020.037561000002,3921.935971000001
1611,WI,Columbia County,55021,unknown Columbia County,2013,1,-9999.0,-89.50489,43.614292
1612,WI,Dane County,55025,Galactic Wind,12072,36,59.4,-537.3642120000001,259.037781
1613,WI,Dodge County,55027,Butler Ridge,72324,1296,1944.0,-3185.310017999999,1562.7595049999998
1614,WI,Dodge County,55027,Forward Wind Project,98392,4214,6321.0,-4338.207728,2136.4555860000005
1615,WI,Fond du Lac County,55039,Blue Sky - Green Field,176704,7744,12777.600000000017,-7767.745956000001,3861.992509
1616,WI,Fond du Lac County,55039,Byron,1999,2,1.32,-88.439194,43.658091999999996
1617,WI,Fond du Lac County,55039,Cedar Ridge Wind Farm,82328,1681,2773.650000000002,-3620.7472740000003,1792.4009719999997
1618,WI,Fond du Lac County,55039,Forward Wind Project,76304,3268,4902.0,-3363.4756060000004,1658.5818910000003
1619,WI,Iowa County,55049,Montfort Wind Farm,40020,400,600.0,-1807.664359,859.2158300000002
1620,WI,Kewaunee County,55061,Lincoln Wind Energy Facility,19990,140,92.39999999999999,-875.591355,446.1108089999999
1621,WI,Kewaunee County,55061,Rosiere Wind Farm,33983,289,190.74,-1489.908614,759.1316499999999
1622,WI,Kewaunee County,55061,WPS Wind Farm (Casco),7996,56,36.96,-350.222443,178.44057400000003
1623,WI,Lafayette County,55065,Quilt Block,98833,2401,4802.0,-4422.321094,2090.1280190000007
1624,WI,Manitowoc County,55071,Lakeshore Technical College,6024,9,-29997.0,-263.270385,131.77867899999998
1625,WI,Marathon County,55073,Wausau High School,2009,1,0.1,-89.596634,44.979424
1626,WI,Milwaukee County,55079,Port of Milwaukee,2012,1,0.1,-87.890839,43.003372
1627,WI,Monroe County,55081,Cashton Greens,4024,4,10.0,-181.609085,87.472786
1628,WI,Racine County,55101,SC Johnson Waxdale Plant,4024,4,6.0,-175.775978,85.424328
1629,WI,Rock County,55105,Evansville WWTP,2010,1,0.1,-89.27999100000001,42.777592
1630,WV,Barbour County,54001,Laurel Mountain,80440,2440,3903.9999999999977,-3195.2484700000005,1560.6427740000006
1631,WV,Grant County,54023,"NedPower Mount Storm, Phase I",170680,6970,13940.0,-6733.103390000004,3332.969887
1632,WV,Grant County,54023,"NedPower Mount Storm, Phase II",94376,2350,4700.0,-3723.0557469999994,1842.976525
1633,WV,Grant County,54023,New Creek Wind,98784,2041,4284.5,-3876.701323,1923.1301450000003
1634,WV,Greenbrier County,54025,Beech Ridge,134670,4489,6733.5,-5395.031976,2551.2565150000005
1635,WV,Greenbrier County,54025,unknown Greenbrier County,-9999,1,-9999.0,-80.572029,38.105663
1636,WV,Mineral County,54057,Pinnacle,46261,289,693.6,-1818.0724269999998,906.8093179999998
1637,WV,Preston County,54077,Mountaineer Wind Energy Center (Thomas),8008,176,264.0,-318.01419,156.878066
1638,WV,Randolph County,54083,Laurel Mountain,42231,1281,2049.5999999999995,-1677.855247,818.4047249999999
1639,WV,Tucker County,54093,Mountaineer Wind Energy Center (Thomas),80080,1760,2640.0,-3181.5451579999994,1567.274754
1640,WY,Albany County,56001,High Plains,132594,4356,6534.0,-6996.7362570000005,2750.554629999999
1641,WY,Albany County,56001,McFadden Ridge,38171,361,541.5,-2014.7131049999998,791.462761
1642,WY,Carbon County,56007,BLM-JCI,2010,1,0.1,-107.241638,41.797478000000005
1643,WY,Carbon County,56007,Dunlap,148740,5476,8214.0,-7856.940448,3110.026291
1644,WY,Carbon County,56007,Foote Creek 3,65967,1089,816.75,-3504.096879999999,1374.9085060000002
1645,WY,Carbon County,56007,Foote Creek 4,58000,812,487.2000000000002,-3079.2096190000007,1208.587325
1646,WY,Carbon County,56007,Foote Creek Rim I,133933,4623,2773.8000000000034,-7115.468513999999,2789.341754999999
1647,WY,Carbon County,56007,Foote Creek Rim II,5997,9,5.4,-318.56780200000003,124.970391
1648,WY,Carbon County,56007,Medicine Bow,17991,33,23.189999999999998,-956.187553,376.512473
1649,WY,Carbon County,56007,Rock River I,98049,2450,2450.0,-5199.321944000002,2044.1987659999995
1650,WY,Carbon County,56007,Seven Mile Hill I,6024,195,292.5,-319.214409,125.867455
1651,WY,Carbon County,56007,Seven Mile Hill I & II,152608,6004,9006.0,-8085.881846000001,3187.940453
1652,WY,Converse County,56009,Campbell Hill,132594,4356,6534.0,-6996.0579529999995,2838.9846379999994
1653,WY,Converse County,56009,Glenrock,132528,4356,6534.0,-6984.0724040000005,2842.447722000001
1654,WY,Converse County,56009,Glenrock III,50225,650,975.0,-2645.5595680000006,1075.696199
1655,WY,Converse County,56009,Pioneer Wind Park,92736,2116,3914.599999999997,-4870.588920000001,1963.96017
1656,WY,Converse County,56009,Rolling Hills,132594,4356,6534.0,-6985.362958000001,2842.30034
1657,WY,Converse County,56009,Top of the World,223110,6402,11187.000000000004,-11740.805554999995,4767.666640000001
1658,WY,Laramie County,56021,Air Force (Laramie),2009,1,2.0,-104.884689,41.178290999999994
1659,WY,Laramie County,56021,F.E. Warren Air Force Base,4010,4,2.64,-209.76207699999998,82.350487
1660,WY,Laramie County,56021,Happy Jack,28112,196,411.5999999999999,-1469.9180539999998,575.958499
1661,WY,Laramie County,56021,Silver Sage,40180,400,840.0,-2100.5587760000003,822.6063529999999
1662,WY,Natrona County,56025,Casper Wind Farm,22099,121,181.5,-1168.405677,471.75992600000006
1663,WY,Uinta County,56041,Evanston (Wyoming Wind Energy Center),160240,6400,11520.0,-8862.958827000002,3308.603574000001
1664,WY,Uinta County,56041,Mountain Wind I,58232,841,1766.1000000000008,-3204.587243,1197.395999
1665,WY,Uinta County,56041,Mountain Wind II,76304,1444,3032.4000000000015,-4200.678901,1568.206363
